row_id,phone_number_hash,area_code,carrier_id,user_region,timestamp,call_duration_seconds,answered,call_frequency_24h,call_frequency_7d,spoofing_signal,complaint_count_7d,complaint_count_30d,known_business,business_verified,known_scam_cluster,blocklist_match,allowlist_match,first_seen_days_ago,risk_score,risk_label,high_risk_binary
5380,fa14d92c66e09111,313,carrier_verizon,US-MI,2026-05-11T11:12:00,23,1,0,10,0,0,2,1,1,0,0,1,194,0.02,Safe,0
5381,6f8ed46bdfc4c2ff,704,carrier_sprint,US-CA,2026-05-05T21:16:00,0,0,35,182,0,9,14,0,0,0,0,0,25,0.55,Suspicious,1
5382,4341a183eb9e5268,888,carrier_att,US-OH,2026-05-05T13:03:00,0,0,0,6,0,0,0,0,0,0,0,0,529,0.35,Safe,0
5383,d13ac4ee98c04813,215,carrier_voip_001,US-NY,2026-05-14T21:06:00,0,0,16,140,0,4,24,0,0,0,0,0,12,0.45,Suspicious,1
5384,733ba9e239dee57f,215,carrier_verizon,US-PA,2026-05-09T06:20:00,0,0,1,19,0,0,1,1,0,0,0,0,724,0.15,Safe,0
5385,571c0058e850ee7b,888,carrier_tmobile,US-GA,2026-05-11T19:57:00,236,1,1,2,0,0,0,1,1,0,0,1,161,0.02,Safe,0
5386,b3b5d97c029fe71f,876,carrier_verizon,US-GA,2026-05-09T08:24:00,224,1,5,2,0,0,1,1,1,0,0,0,290,0.0,Safe,0
5387,7a32f5dd7499f181,212,carrier_tmobile,US-OH,2026-05-06T18:15:00,338,1,0,20,0,0,1,1,1,0,0,1,344,0.02,Safe,0
5388,adbe08a67532d11b,215,carrier_tmobile,US-NY,2026-05-08T14:44:00,189,1,0,2,0,0,2,0,0,0,0,0,314,0.35,Safe,0
5389,b10294f627d10138,312,carrier_tmobile,US-TX,2026-05-14T08:25:00,73,1,3,13,0,0,2,1,1,0,0,1,622,0.02,Safe,0
5390,f63a01c10b262a60,312,carrier_sprint,US-CA,2026-05-14T08:12:00,66,1,0,8,0,0,1,1,1,0,0,0,75,0.0,Safe,0
5391,fdf8ef1952a4ca88,305,carrier_voip_002,US-GA,2026-05-03T10:46:00,0,0,27,182,1,10,40,0,0,0,0,0,10,0.85,Suspicious,1
5392,b3aca91d43a213ce,704,carrier_sprint,US-TX,2026-05-12T22:41:00,0,0,4,27,0,3,3,0,0,0,0,0,16,0.45,Unknown,0
5393,c93aa16298e2fcb1,404,carrier_voip_001,US-NC,2026-05-11T19:59:00,0,0,10,51,1,12,35,0,0,0,0,0,5,0.8,Suspicious,1
5394,cb7acba713389aa7,713,carrier_voip_002,US-IL,2026-05-05T08:10:00,0,0,13,20,1,2,9,0,0,0,0,0,160,0.55,Unknown,0
5395,b4f0439291b4b1f4,900,carrier_voip_001,US-FL,2026-05-12T18:37:00,65,1,5,68,0,1,6,0,0,0,0,0,104,0.35,Unknown,0
5396,8f2573c5e52ec463,215,carrier_att,US-IL,2026-05-10T15:26:00,340,1,4,10,0,0,2,0,0,0,0,1,520,0.02,Safe,0
5397,b1733dcbaf516447,876,carrier_tmobile,US-FL,2026-05-03T18:50:00,380,1,3,4,0,0,2,1,0,0,0,0,624,0.15,Safe,0
5398,2d5e16b8febe99e8,313,carrier_voip_002,US-MI,2026-05-15T13:41:00,50,1,7,47,0,0,6,0,0,0,0,0,11,0.35,Unknown,0
5399,ba8589b7439b8bf1,614,carrier_voip_002,US-FL,2026-05-19T07:00:00,39,1,15,53,1,0,3,0,0,0,0,0,166,0.55,Unknown,0
5400,9e97b5b1a4b4795f,713,carrier_sprint,US-FL,2026-05-09T22:29:00,19,1,0,17,0,0,1,1,0,0,0,0,275,0.15,Safe,0
5401,7ebfbcbc2e6e1b3d,888,carrier_sprint,US-OH,2026-05-05T17:57:00,0,0,37,51,0,4,11,0,0,0,0,0,21,0.55,Suspicious,1
5402,d212b2738bb6bd3d,305,carrier_unknown,US-MI,2026-05-08T10:22:00,42,1,13,30,0,0,4,0,0,0,0,0,82,0.35,Unknown,0
5403,28641739c091e318,876,carrier_unknown,US-OH,2026-05-15T11:51:00,0,0,11,71,0,2,2,0,0,0,0,0,25,0.35,Unknown,0
5404,503026c1500171dd,704,carrier_tmobile,US-GA,2026-05-08T07:15:00,286,1,4,16,0,0,0,0,0,0,0,0,425,0.35,Safe,0
5405,330a624237af1079,215,carrier_unknown,US-TX,2026-05-13T17:52:00,0,0,24,102,0,3,18,1,0,0,0,0,4,0.4,Suspicious,1
5406,68b4d6911c20a4b5,713,carrier_tmobile,US-TX,2026-05-09T09:19:00,569,1,4,5,0,0,1,1,0,0,0,0,200,0.15,Safe,0
5407,3d73193225add492,900,carrier_sprint,US-FL,2026-05-07T17:37:00,521,1,1,17,0,0,1,1,1,0,0,0,551,0.0,Safe,0
5408,f876e75965085bbc,415,carrier_verizon,US-PA,2026-05-02T19:57:00,451,1,1,8,0,0,0,1,1,0,0,1,542,0.02,Safe,0
5409,73040352a84a1b76,404,carrier_att,US-GA,2026-05-16T18:37:00,68,1,5,19,0,0,2,1,1,0,0,0,581,0.0,Safe,0
5410,e1217f70f2963128,313,carrier_sprint,US-PA,2026-05-12T10:21:00,0,0,14,25,0,2,6,1,0,0,0,0,11,0.15,Unknown,0
5411,3d5a13266190a596,900,carrier_att,US-OH,2026-05-08T20:08:00,227,1,3,12,0,0,2,1,1,0,0,0,79,0.0,Safe,0
5412,6915b0ae97b808d2,312,carrier_unknown,US-MI,2026-05-09T07:11:00,0,0,42,315,1,35,111,0,0,1,1,0,5,0.98,High Risk,1
5413,23aa0aad78355067,876,carrier_tmobile,US-MI,2026-05-09T20:42:00,78,1,3,61,0,2,3,0,0,0,0,0,119,0.35,Unknown,0
5414,4fe537c7bf25e5a1,888,carrier_att,US-PA,2026-05-04T19:46:00,193,1,0,11,0,0,0,1,1,0,0,1,301,0.02,Safe,0
5415,d487e1fa4d2ae501,876,carrier_att,US-NC,2026-05-05T12:37:00,579,1,0,16,0,0,1,1,1,0,0,0,518,0.0,Safe,0
5416,f742dac91ffe72b5,614,carrier_att,US-NY,2026-05-07T06:40:00,458,1,3,16,0,0,2,0,0,0,0,0,543,0.35,Safe,0
5417,a23f5cf6f4cc1cf2,312,carrier_verizon,US-IL,2026-05-16T07:06:00,91,1,3,19,0,0,2,1,0,0,0,0,529,0.15,Safe,0
5418,0b8dd1edc2ff73d0,800,carrier_verizon,US-NC,2026-05-15T08:00:00,0,0,6,54,0,2,2,0,0,0,0,0,101,0.35,Unknown,0
5419,c09b9be82040b611,800,carrier_att,US-NC,2026-05-12T18:30:00,0,0,6,49,0,3,10,0,0,0,0,0,162,0.45,Unknown,0
5420,a951aec16442ffce,888,carrier_verizon,US-PA,2026-05-08T12:19:00,475,1,3,17,0,0,1,1,1,0,0,0,650,0.0,Safe,0
5421,22023ca9126b8ddc,215,carrier_sprint,US-FL,2026-05-09T09:59:00,562,1,0,15,0,0,1,1,0,0,0,0,121,0.15,Safe,0
5422,156c4985b010a640,312,carrier_sprint,US-GA,2026-05-08T11:17:00,566,1,3,18,0,0,2,1,1,0,0,0,607,0.0,Safe,0
5423,9d66586f015d316e,404,carrier_att,US-NY,2026-05-12T06:17:00,145,1,2,2,0,0,0,1,1,0,0,0,278,0.0,Safe,0
5424,58c0989772722566,713,carrier_verizon,US-IL,2026-05-18T16:44:00,91,1,5,23,0,2,1,0,0,0,0,0,80,0.35,Unknown,0
5425,9e014bfc0b22b82d,305,carrier_sprint,US-TX,2026-05-05T14:33:00,349,1,4,16,0,0,0,0,0,0,0,0,163,0.35,Safe,0
5426,54c41c42398fb652,313,carrier_voip_002,US-GA,2026-05-18T09:13:00,42,1,31,471,0,41,100,0,0,1,0,0,1,1.0,High Risk,1
5427,59b8062769818c0f,415,carrier_tmobile,US-TX,2026-05-07T19:47:00,143,1,3,16,0,0,2,1,1,0,0,0,261,0.0,Safe,0
5428,8f0c88647801a2d2,312,carrier_sprint,US-TX,2026-05-07T12:52:00,0,0,8,63,0,1,7,0,0,0,0,0,137,0.35,Unknown,0
5429,08f956fc7fcf8084,215,carrier_tmobile,US-CA,2026-05-07T07:47:00,0,0,13,11,0,2,2,1,0,0,0,0,102,0.15,Unknown,0
5430,38c4de0ef49735e2,305,carrier_voip_002,US-NY,2026-05-17T14:32:00,0,0,13,181,1,10,13,0,0,0,0,0,29,0.75,Suspicious,1
5431,c4d7e84b4d79ddb0,312,carrier_sprint,US-CA,2026-05-17T13:28:00,592,1,1,3,0,0,2,1,1,0,0,1,708,0.02,Safe,0
5432,06946bb2c06c7e4e,313,carrier_verizon,US-PA,2026-05-07T13:05:00,0,0,3,3,0,0,0,0,0,0,0,0,108,0.35,Safe,0
5433,cab6c9febf25b7ca,415,carrier_voip_002,US-NC,2026-05-14T18:43:00,0,0,84,480,1,31,146,0,0,1,0,0,10,1.0,High Risk,1
5434,e3109b1c3864f858,888,carrier_sprint,US-PA,2026-05-16T09:09:00,454,1,3,13,0,0,1,1,1,0,0,0,150,0.0,Safe,0
5435,5a48d3bc729453db,215,carrier_tmobile,US-TX,2026-05-12T15:44:00,453,1,4,18,0,0,1,0,0,0,0,0,265,0.35,Safe,0
5436,42fcf8d6ba6bae47,888,carrier_voip_002,US-MI,2026-05-04T06:32:00,0,0,8,43,0,0,6,0,0,0,0,0,139,0.35,Unknown,0
5437,43dfa1ed875fdfc3,404,carrier_verizon,US-TX,2026-05-04T16:54:00,495,1,5,4,0,0,2,1,1,0,0,0,121,0.0,Safe,0
5438,08d4d440cf6b24cf,415,carrier_verizon,US-TX,2026-05-03T10:42:00,537,1,5,10,0,0,0,1,1,0,0,0,586,0.0,Safe,0
5439,41831207da3bbae0,713,carrier_att,US-NY,2026-05-18T20:15:00,0,0,2,0,0,0,2,0,0,0,0,0,693,0.35,Safe,0
5440,8398729944396d3f,614,carrier_unknown,US-OH,2026-05-08T19:21:00,0,0,5,52,1,3,8,0,0,0,0,0,174,0.65,Unknown,0
5441,3eb3d9b1e82ffe05,713,carrier_voip_002,US-GA,2026-05-09T16:44:00,56,1,10,70,0,14,34,0,0,0,0,0,14,0.55,Suspicious,1
5442,fbc7ce41f00ff8bc,212,carrier_att,US-CA,2026-05-01T08:42:00,0,0,2,19,0,0,0,1,1,0,0,1,632,0.02,Safe,0
5443,2d5311093a9daa57,212,carrier_sprint,US-MI,2026-05-01T10:00:00,0,0,14,20,0,0,7,0,0,0,0,0,69,0.35,Unknown,0
5444,e768779e693a8578,900,carrier_voip_001,US-MI,2026-05-06T06:58:00,0,0,16,97,0,14,26,0,0,0,0,0,7,0.6,Suspicious,1
5445,b810e4fbfa187b6e,215,carrier_voip_001,US-MI,2026-05-11T21:35:00,0,0,34,260,1,36,57,0,0,1,0,0,2,1.0,High Risk,1
5446,0dbd4786d4d6b2b1,305,carrier_sprint,US-GA,2026-05-01T07:03:00,550,1,1,1,0,0,0,0,0,0,0,0,422,0.35,Safe,0
5447,5d86ee2d6dbd1e02,215,carrier_voip_001,US-IL,2026-05-06T12:47:00,0,0,50,333,1,24,130,0,0,0,0,0,0,1.0,High Risk,1
5448,0ca40643ce7e232c,415,carrier_att,US-PA,2026-05-13T17:59:00,0,0,12,23,1,3,5,1,0,0,0,0,140,0.45,Unknown,0
5449,8f679b9390aa476a,313,carrier_voip_001,US-OH,2026-05-15T19:17:00,0,0,29,198,1,56,59,0,0,1,0,0,2,1.0,High Risk,1
5450,a88fd2f80b0a6ecd,704,carrier_verizon,US-NC,2026-05-04T13:43:00,169,1,3,13,0,0,1,1,1,0,0,0,366,0.0,Safe,0
5451,456a7b5fbc44bfe0,415,carrier_voip_001,US-NY,2026-05-08T18:59:00,47,1,37,177,0,9,13,0,0,1,0,0,18,0.8,Suspicious,1
5452,2e91fa8ed32fb5d6,713,carrier_tmobile,US-OH,2026-05-17T07:09:00,107,1,1,6,0,0,1,0,0,0,0,0,216,0.35,Safe,0
5453,741de602ef0bedb8,888,carrier_att,US-NC,2026-05-09T13:34:00,0,0,10,43,0,3,4,1,0,0,0,0,39,0.25,Unknown,0
5454,3fa98a6af0a86f27,305,carrier_voip_002,US-OH,2026-05-06T21:47:00,0,0,90,270,1,30,146,0,0,0,0,0,1,1.0,High Risk,1
5455,a70af45346f43bde,215,carrier_att,US-CA,2026-05-09T21:02:00,91,1,2,18,0,0,0,1,1,0,0,0,278,0.0,Safe,0
5456,0dde5a937e683673,415,carrier_voip_001,US-TX,2026-05-04T07:29:00,0,0,6,58,0,1,10,0,0,0,0,0,158,0.35,Unknown,0
5457,b4634c68a5486288,900,carrier_sprint,US-CA,2026-05-10T13:02:00,461,1,4,11,0,0,1,1,1,0,0,1,709,0.02,Safe,0
5458,67ccde2c1d057559,888,carrier_voip_002,US-GA,2026-05-10T22:15:00,0,0,80,356,1,30,61,0,0,1,1,0,5,0.98,High Risk,1
5459,af03e3bfe1d58db1,215,carrier_verizon,US-PA,2026-05-17T10:14:00,240,1,3,8,0,0,0,1,1,0,0,1,664,0.02,Safe,0
5460,fd7d4fd7bf838366,876,carrier_sprint,US-OH,2026-05-18T08:30:00,281,1,1,13,0,0,2,1,1,0,0,0,303,0.0,Safe,0
5461,757f889b8bb6e29d,215,carrier_att,US-OH,2026-05-13T17:56:00,402,1,4,10,0,0,2,1,1,0,0,0,578,0.0,Safe,0
5462,7f3ce1ebe28f547e,888,carrier_att,US-FL,2026-05-15T17:34:00,61,1,3,6,0,0,2,1,1,0,0,1,625,0.02,Safe,0
5463,dbd2ba8bbb3b38bb,614,carrier_voip_001,US-PA,2026-05-18T06:09:00,0,0,8,63,0,3,0,0,0,0,0,0,53,0.45,Unknown,0
5464,8ce8fe2f042ce07c,800,carrier_voip_002,US-CA,2026-05-14T20:19:00,22,1,36,397,0,52,76,0,0,1,0,0,5,1.0,High Risk,1
5465,f57eb2e05bffe980,888,carrier_voip_001,US-NY,2026-05-13T10:47:00,0,0,84,336,0,40,126,0,0,1,1,0,4,0.98,High Risk,1
5466,6cf295c9ff25bcd5,704,carrier_verizon,US-TX,2026-05-19T18:02:00,577,1,5,20,0,0,1,1,1,0,0,0,679,0.0,Safe,0
5467,3d3f7fb38add82ce,876,carrier_voip_001,US-NC,2026-05-17T17:02:00,0,0,33,78,0,11,14,0,0,0,0,0,20,0.65,Suspicious,1
5468,7b56d8620030cca3,800,carrier_verizon,US-CA,2026-05-10T21:42:00,53,1,4,13,0,0,0,1,0,0,0,0,83,0.15,Safe,0
5469,71f7c236d3b89d59,888,carrier_att,US-MI,2026-05-15T11:43:00,0,0,3,17,0,0,0,0,0,0,0,0,652,0.35,Safe,0
5470,b22bafad90c5f0b0,212,carrier_verizon,US-OH,2026-05-16T21:43:00,0,0,5,1,0,0,2,0,0,0,0,0,415,0.35,Safe,0
5471,2934f727ec2bdfd6,404,carrier_sprint,US-GA,2026-05-05T15:57:00,0,0,0,6,0,0,1,1,1,0,0,0,704,0.0,Safe,0
5472,a722ccb2b0cf1a82,800,carrier_tmobile,US-OH,2026-05-10T16:04:00,61,1,14,10,0,2,3,0,0,0,0,0,130,0.35,Unknown,0
5473,ca43a8236c96bf93,888,carrier_voip_002,US-IL,2026-05-03T20:36:00,27,1,7,53,0,2,5,0,0,0,0,0,113,0.35,Unknown,0
5474,dc3ed9edf01faf2f,415,carrier_att,US-IL,2026-05-05T21:49:00,525,1,4,20,0,0,1,1,1,0,0,0,136,0.0,Safe,0
5475,6e34e1fe4d0e37cd,305,carrier_unknown,US-NC,2026-05-14T08:16:00,0,0,40,84,1,12,18,0,0,1,0,0,21,1.0,Suspicious,1
5476,a9d38cf77323079b,305,carrier_sprint,US-GA,2026-05-03T10:41:00,66,1,4,8,0,0,0,0,0,0,0,0,566,0.35,Safe,0
5477,cc410a2e00337ead,704,carrier_verizon,US-FL,2026-05-07T10:21:00,253,1,2,2,0,0,1,0,0,0,0,0,315,0.35,Safe,0
5478,05fcf0efbd28fad0,888,carrier_verizon,US-OH,2026-05-11T14:12:00,295,1,5,6,0,0,1,0,0,0,0,0,217,0.35,Safe,0
5479,8d0188670f6f6b4b,800,carrier_voip_002,US-CA,2026-05-09T14:31:00,0,0,4,78,0,0,5,0,0,0,0,0,7,0.4,Unknown,0
5480,e33e3f99bbcc6934,800,carrier_sprint,US-TX,2026-05-19T13:14:00,129,1,4,14,0,0,0,1,1,0,0,1,663,0.02,Safe,0
5481,295de3dff0cd85e4,313,carrier_sprint,US-FL,2026-05-17T10:18:00,495,1,0,8,0,0,0,1,1,0,0,0,685,0.0,Safe,0
5482,801c34d9cb2ec39d,313,carrier_voip_001,US-CA,2026-05-18T12:50:00,37,1,4,31,0,1,9,0,0,0,0,0,123,0.35,Unknown,0
5483,92fc63fde5c7683d,313,carrier_verizon,US-FL,2026-05-03T20:16:00,531,1,2,19,0,0,2,0,0,0,0,1,646,0.02,Safe,0
5484,8a782a910b62cfa8,212,carrier_sprint,US-NY,2026-05-03T22:29:00,127,1,5,16,0,0,1,1,0,0,0,1,159,0.02,Safe,0
5485,4708bf99b48d6000,212,carrier_tmobile,US-PA,2026-05-09T18:47:00,0,0,4,5,0,0,1,1,1,0,0,0,693,0.0,Safe,0
5486,d9d41667ca333f95,900,carrier_tmobile,US-MI,2026-05-03T08:25:00,126,1,2,12,0,0,0,0,0,0,0,0,188,0.35,Safe,0
5487,29ecabc49a90046c,404,carrier_sprint,US-MI,2026-05-04T09:29:00,44,1,14,64,1,2,5,0,0,0,0,0,117,0.55,Unknown,0
5488,f80823daf50d3325,215,carrier_verizon,US-TX,2026-05-15T12:36:00,572,1,1,19,0,0,0,1,1,0,0,0,670,0.0,Safe,0
5489,511f383349e9e8c5,713,carrier_sprint,US-NC,2026-05-09T14:08:00,38,1,10,48,1,0,3,0,0,0,0,0,98,0.55,Unknown,0
5490,9f6c3f5c85f58084,312,carrier_sprint,US-NC,2026-05-11T09:40:00,229,1,3,7,0,0,2,1,1,0,0,1,561,0.02,Safe,0
5491,bc0d45f836192261,313,carrier_att,US-OH,2026-05-16T11:52:00,130,1,2,8,0,0,2,0,0,0,0,0,326,0.35,Safe,0
5492,bb1f7687d4b4dd4d,312,carrier_sprint,US-FL,2026-05-18T11:44:00,185,1,0,14,0,0,0,1,1,0,0,0,525,0.0,Safe,0
5493,a603d8ed876fc6ad,876,carrier_att,US-NC,2026-05-07T09:41:00,193,1,1,5,0,0,2,1,1,0,0,0,251,0.0,Safe,0
5494,ff63ab0886e4df75,704,carrier_sprint,US-NY,2026-05-17T22:57:00,237,1,3,3,0,0,1,1,0,0,0,0,381,0.15,Safe,0
5495,f3a15e6004f2e792,614,carrier_att,US-NC,2026-05-17T08:19:00,348,1,4,12,0,0,1,1,1,0,0,0,174,0.0,Safe,0
5496,c1f15d2e35fecc6a,415,carrier_verizon,US-FL,2026-05-17T08:04:00,199,1,0,11,0,0,2,1,1,0,0,1,721,0.02,Safe,0
5497,d33061a781af40ee,404,carrier_voip_001,US-GA,2026-05-13T16:02:00,0,0,11,12,0,0,1,1,0,0,0,0,56,0.15,Unknown,0
5498,797ead924d87b201,305,carrier_verizon,US-MI,2026-05-07T22:49:00,0,0,2,20,0,0,1,0,0,0,0,0,627,0.35,Safe,0
5499,c7bea57b6d5fed01,888,carrier_att,US-PA,2026-05-05T10:13:00,461,1,3,12,0,0,1,1,1,0,0,1,435,0.02,Safe,0
5500,4f933031bbac8975,215,carrier_verizon,US-MI,2026-05-05T14:40:00,95,1,12,43,0,2,0,0,0,0,0,0,157,0.35,Unknown,0
5501,cf855be1b3840d74,900,carrier_voip_002,US-NY,2026-05-16T21:49:00,0,0,5,28,0,0,5,0,0,0,0,0,151,0.35,Unknown,0
5502,830f7b82d9f069eb,404,carrier_att,US-NC,2026-05-10T07:49:00,185,1,5,18,0,0,2,1,1,0,0,1,638,0.02,Safe,0
5503,2a82bc9c88f1a59c,305,carrier_sprint,US-IL,2026-05-14T19:40:00,32,1,0,9,0,0,1,0,0,0,0,0,389,0.35,Safe,0
5504,2774923588ec587b,800,carrier_sprint,US-CA,2026-05-04T13:52:00,0,0,25,200,0,4,17,0,0,0,0,0,3,0.65,Suspicious,1
5505,728c4d8b888e9996,614,carrier_voip_002,US-OH,2026-05-17T15:18:00,52,1,20,158,0,9,15,0,0,1,0,0,26,0.8,Suspicious,1
5506,004711c66e973185,215,carrier_att,US-NY,2026-05-19T14:02:00,0,0,0,6,0,0,0,1,1,0,0,0,268,0.0,Safe,0
5507,4be123b3831e8231,215,carrier_verizon,US-CA,2026-05-18T10:52:00,556,1,3,15,0,0,0,1,1,0,0,0,726,0.0,Safe,0
5508,f1a4010eadbd73e0,800,carrier_unknown,US-IL,2026-05-16T19:31:00,0,0,70,488,0,44,82,0,0,0,1,0,3,0.98,High Risk,1
5509,d4bcd90f1d5a64fe,404,carrier_att,US-CA,2026-05-03T18:01:00,107,1,1,18,0,0,0,0,0,0,0,0,613,0.35,Safe,0
5510,15591684b6195e1d,305,carrier_sprint,US-FL,2026-05-17T13:11:00,0,0,13,161,1,7,29,0,0,0,0,0,7,0.7,Suspicious,1
5511,185eb2ff247e9031,312,carrier_sprint,US-CA,2026-05-16T08:37:00,355,1,2,6,0,0,0,1,1,0,0,0,143,0.0,Safe,0
5512,3cfcb567db24fde1,215,carrier_verizon,US-NC,2026-05-19T18:04:00,0,0,2,9,0,0,0,1,0,0,0,0,369,0.15,Safe,0
5513,0d9043353dd6efa1,713,carrier_verizon,US-CA,2026-05-14T17:06:00,516,1,2,4,0,0,0,1,1,0,0,0,260,0.0,Safe,0
5514,23208db49dbc8e06,404,carrier_unknown,US-FL,2026-05-09T22:11:00,0,0,26,320,1,48,81,0,0,0,1,0,8,0.98,High Risk,1
5515,1563dbf3bb97b049,313,carrier_verizon,US-NY,2026-05-01T06:35:00,491,1,1,6,0,0,1,1,1,0,0,0,175,0.0,Safe,0
5516,afab6a0f630a6628,415,carrier_verizon,US-OH,2026-05-17T07:26:00,252,1,3,7,0,0,1,1,1,0,0,1,475,0.02,Safe,0
5517,2aec82eb5736d60e,900,carrier_verizon,US-GA,2026-05-12T18:21:00,336,1,3,0,0,0,1,0,0,0,0,0,267,0.35,Safe,0
5518,500513dde5f64a4e,900,carrier_verizon,US-TX,2026-05-16T08:04:00,275,1,2,7,0,0,2,1,1,0,0,0,337,0.0,Safe,0
5519,1922aeeb1ef68a39,876,carrier_sprint,US-GA,2026-05-12T19:29:00,82,1,0,16,0,0,1,0,0,0,0,0,632,0.35,Safe,0
5520,7a57570e7ae9ee37,614,carrier_sprint,US-MI,2026-05-11T12:11:00,0,0,19,183,0,11,11,0,0,0,0,0,13,0.55,Suspicious,1
5521,89979810a6c37979,900,carrier_sprint,US-OH,2026-05-16T08:37:00,0,0,16,156,1,3,35,0,0,1,0,0,12,0.9,Suspicious,1
5522,f6771557bb5a712e,713,carrier_tmobile,US-FL,2026-05-06T10:11:00,48,1,1,2,0,0,1,1,1,0,0,0,71,0.0,Safe,0
5523,4efe7d9767bffbdd,900,carrier_voip_001,US-OH,2026-05-07T18:13:00,0,0,32,133,0,11,31,0,0,0,0,0,25,0.65,Suspicious,1
5524,1a99ae9e4d2d4e57,614,carrier_voip_001,US-PA,2026-05-08T10:08:00,89,1,6,28,0,2,6,0,0,0,0,0,38,0.35,Unknown,0
5525,0376fe93f2c7aab7,313,carrier_sprint,US-PA,2026-05-17T15:09:00,0,0,0,9,0,0,0,1,1,0,0,1,566,0.02,Safe,0
5526,68d92a171c138a35,713,carrier_att,US-IL,2026-05-04T08:56:00,0,0,15,49,0,1,6,1,0,0,0,0,129,0.15,Unknown,0
5527,9b79ff2626d37080,900,carrier_voip_002,US-NY,2026-05-08T15:25:00,88,1,11,18,0,1,10,0,0,0,0,0,104,0.35,Unknown,0
5528,f164977a9bed0c16,704,carrier_verizon,US-PA,2026-05-14T19:38:00,449,1,4,0,0,0,0,1,0,0,0,1,665,0.02,Safe,0
5529,c3f46cdc515cb482,415,carrier_att,US-TX,2026-05-16T15:00:00,24,1,3,23,0,3,4,0,0,0,0,0,142,0.45,Unknown,0
5530,61f9d2b50c2c5b64,614,carrier_att,US-IL,2026-05-01T11:07:00,540,1,2,7,0,0,0,1,0,0,0,0,139,0.15,Safe,0
5531,58514bb51b62532d,313,carrier_voip_002,US-TX,2026-05-15T17:53:00,0,0,66,277,1,50,48,0,0,1,0,0,4,1.0,High Risk,1
5532,557b778ea68007c8,313,carrier_voip_002,US-OH,2026-05-17T06:35:00,0,0,14,60,0,2,4,0,0,0,0,0,49,0.35,Unknown,0
5533,0b1b3e5b365a36bf,212,carrier_att,US-MI,2026-05-13T06:59:00,355,1,2,16,0,0,1,1,1,0,0,1,287,0.02,Safe,0
5534,03b31ffd40f9f733,215,carrier_unknown,US-FL,2026-05-01T11:16:00,0,0,7,51,0,1,7,0,0,0,0,0,145,0.35,Unknown,0
5535,32f554f8a2199887,704,carrier_att,US-TX,2026-05-10T17:14:00,539,1,0,16,0,0,1,1,1,0,0,0,79,0.0,Safe,0
5536,509f38e0920660a3,713,carrier_sprint,US-IL,2026-05-05T16:49:00,243,1,2,18,0,0,0,0,0,0,0,0,306,0.35,Safe,0
5537,571a8c3e1be0cf96,876,carrier_verizon,US-MI,2026-05-10T11:45:00,411,1,4,11,0,0,1,1,1,0,0,0,101,0.0,Safe,0
5538,69ab687371f782da,704,carrier_verizon,US-CA,2026-05-09T22:38:00,526,1,1,12,0,0,0,1,1,0,0,0,195,0.0,Safe,0
5539,52cddf687b34eca8,215,carrier_unknown,US-IL,2026-05-14T17:09:00,8,1,20,142,0,6,32,0,0,1,0,0,27,0.8,Suspicious,1
5540,09a5bf8ad928b199,614,carrier_verizon,US-OH,2026-05-15T12:23:00,183,1,5,14,0,0,0,1,1,0,0,0,616,0.0,Safe,0
5541,fdace286ecad3af7,800,carrier_unknown,US-MI,2026-05-16T13:32:00,12,1,9,52,0,2,3,0,0,0,0,0,111,0.35,Unknown,0
5542,7508af003fddba3c,614,carrier_att,US-PA,2026-05-12T10:00:00,254,1,0,4,0,0,2,1,1,0,0,0,92,0.0,Safe,0
5543,59954b3945b0a9e7,305,carrier_att,US-FL,2026-05-15T20:11:00,197,1,2,7,0,0,1,1,1,0,0,0,609,0.0,Safe,0
5544,f1c1eb7e90fa13f7,888,carrier_verizon,US-CA,2026-05-15T16:07:00,185,1,5,4,0,0,1,1,1,0,0,0,174,0.0,Safe,0
5545,b4189633418b3f56,900,carrier_unknown,US-GA,2026-05-17T21:35:00,0,0,35,180,1,15,24,0,0,0,0,0,22,0.85,Suspicious,1
5546,4e7475fc19a4df38,312,carrier_sprint,US-NC,2026-05-12T14:50:00,471,1,3,18,0,0,1,0,0,0,0,1,469,0.02,Safe,0
5547,e1eecc4cb176d3fa,415,carrier_sprint,US-PA,2026-05-04T21:51:00,110,1,3,12,0,0,0,1,1,0,0,0,317,0.0,Safe,0
5548,5c5847684b396aba,312,carrier_verizon,US-MI,2026-05-01T15:22:00,514,1,5,7,0,0,0,1,1,0,0,0,704,0.0,Safe,0
5549,3b910e9b1e54909e,415,carrier_sprint,US-IL,2026-05-13T16:59:00,516,1,2,6,0,0,2,1,0,0,0,0,356,0.15,Safe,0
5550,cad0c9301ef3e017,312,carrier_sprint,US-IL,2026-05-17T08:19:00,17,1,27,152,0,9,22,0,0,0,0,0,17,0.55,Suspicious,1
5551,2e2a9c58486bdea7,713,carrier_verizon,US-NC,2026-05-13T08:39:00,328,1,0,18,0,0,2,1,0,0,0,1,544,0.02,Safe,0
5552,32fb11c62190e6bb,900,carrier_att,US-FL,2026-05-07T16:59:00,547,1,1,9,0,0,0,1,1,0,0,0,652,0.0,Safe,0
5553,7a57352d4ba0f1f1,800,carrier_att,US-GA,2026-05-05T16:56:00,474,1,5,8,0,0,1,0,0,0,0,1,128,0.02,Safe,0
